0.743086	0.452414	
0.00917094	0.418728	
0.98896	0.930747	
0.290676	0.109055	
0.985101	0.0759793	
0.929933	0.976748	
0.776213	0.793098	
0.9043	0.667348	
0.439142	0.472975	
0.887889	0.670555	
0.313695	0.500071	
0.449581	0.611526	
0.762026	0.249754	
0.802305	0.399235	
0.315951	0.294749	
0.200951	0.0590368	
0.747163	0.210122	
0.477765	0.736123	
0.140869	0.768441	
0.845178	0.12597	
0.84442	0.775111	
0.102718	0.620633	
0.568209	0.00701815	
0.287981	0.00735048	
0.479993	0.17587	
0.677906	0.793688	
0.675941	0.127487	
0.405214	0.437967	
0.377241	0.20752	
0.837202	0.693192	
0.502268	0.038153	
0.752229	0.249431	
0.248275	0.229994	
0.985554	0.389144	
0.998434	0.830732	
0.515114	0.842854	
0.605842	0.617832	
0.463487	0.174051	
0.62485	0.751468	
0.181402	0.104843	
0.927338	0.859308	
0.898531	0.603278	
0.986794	0.303745	
0.041245	0.364035	
0.511265	0.878447	
0.0572271	0.0135331	
0.9166	0.809456	
0.262964	0.164875	
0.0394493	0.248517	
0.554019	0.0378836	
0.079249	0.0691322	
0.880738	0.685091	
0.686964	0.344225	
0.859143	0.311814	
0.0956929	0.0405445	
0.416657	0.0230305	
0.899852	0.315189	
0.626309	0.886647	
0.618934	0.667554	
0.250682	0.130199	
0.546001	0.307909	
0.143732	0.4626	
0.117365	0.406696	
0.627475	0.156814	
0.655213	0.181494	
0.194697	0.734462	
0.250626	0.0754351	
0.419553	0.93759	
0.41966	0.278696	
0.249404	0.515353	
0.319241	0.666061	
0.538383	0.219093	
0.98125	0.164692	
0.105739	0.600184	
0.832246	0.356421	
0.730383	0.378247	
0.66433	0.874115	
0.840847	0.781694	
0.280811	0.468322	
0.938508	0.936024	
0.649816	0.133206	
0.670486	0.900442	
0.208641	0.0900391	
0.838032	0.628301	
0.368735	0.0874361	
0.143654	0.687976	
0.753498	0.682037	
0.907068	0.734748	
0.846729	0.0128075	
0.334932	0.678976	
0.369229	0.0653144	
0.0572225	0.0335584	
0.939429	0.89807	
0.815253	0.22024	
0.366392	0.753761	
0.156263	0.0162079	
0.886967	0.826749	
0.91665	0.0956074	
0.916788	0.754682	
0.723908	0.285523	
0.842118	0.867562	
0.973499	0.595615	
0.549599	0.880567	
0.330363	0.396328	
0.893375	0.665295	
0.0753038	0.262604	
0.730609	0.132526	
0.296162	0.670038	
0.030596	0.111415	
0.890278	0.396988	
0.865176	0.0465416	
0.413196	0.752142	
0.873291	0.329846	
0.84775	0.790079	
0.0845274	0.571658	
0.0756025	0.926645	
0.43922	0.0491017	
0.522261	0.988818	
0.929669	0.852624	
0.385147	0.823044	
0.517918	0.460451	
0.0856477	0.248528	
0.592977	0.38181	
0.918566	0.623573	
0.493224	0.808844	
0.0205609	0.3584	
0.855386	0.433757	
0.110542	0.728676	
0.763602	0.958292	
0.518756	0.84813	
0.52995	0.594358	
0.774775	0.969169	
0.64346	0.297036	
0.957988	0.573129	
0.14966	0.343135	
0.396173	0.667578	
0.803585	0.481821	
0.916106	0.396562	
0.86363	0.834672	
0.0201349	0.356855	
0.643516	0.0406958	
0.715254	0.498901	
0.474453	0.825797	
0.227578	0.238055	
0.784089	0.746333	
0.0861849	0.314039	
0.340691	0.86096	
0.283208	0.984151	
0.157996	0.241196	
0.55728	0.307655	
0.584331	0.953453	
0.975233	0.387916	
0.435274	0.891339	
0.784478	0.298904	
0.72601	0.804613	
0.655759	0.369526	
0.845309	0.371013	
0.868427	0.319761	
0.19681	0.0960052	
0.557816	0.980898	
0.842339	0.644001	
0.294937	0.18303	
0.504961	0.578145	
0.167181	0.662957	
0.819341	0.724461	
0.970612	0.403671	
0.677914	0.945846	
0.791587	0.113188	
0.837185	0.576065	
0.412092	0.563195	
0.380678	0.0678507	
0.932721	0.225986	
0.438864	0.801149	
0.545748	0.635673	
0.897154	0.103564	
0.616572	0.739493	
0.747565	0.911509	
0.922523	0.252526	
0.489654	0.0897037	
0.915483	0.308995	
0.814165	0.886096	
0.712666	0.492079	
0.831941	0.504253	
0.605267	0.669126	
0.0803183	0.0173592	
0.232321	0.460996	
0.0852099	0.165043	
0.686982	0.524074	
0.966191	0.23273	
0.159747	0.863345	
0.336294	0.776319	
0.602838	0.0838586	
0.687828	0.52536	
0.336385	0.177481	
0.615064	0.251868	
0.486476	0.429229	
0.137963	0.199142	
0.921308	0.969905	
